File name:,NGADG0043.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
,,,,cm,cm,g H2O g-1 soil,%,,Anoxic,deg_C,Day,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,0,-9999,0.06,Linear,-9999,0.03,Linear,-9999,0.03,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.37,3.84
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,1,0.52,-9999,-9999,0.43,-9999,-9999,0.52,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,3,0.9,-9999,-9999,0.73,-9999,-9999,0.75,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,5,1.03,-9999,-9999,0.98,-9999,-9999,1.34,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,7,1.13,-9999,-9999,1.3,-9999,-9999,1.39,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,12,1.38,-9999,-9999,1.43,-9999,-9999,1.39,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,16,1.53,-9999,-9999,1.57,-9999,-9999,1.73,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,27,2.17,-9999,-9999,1.83,-9999,-9999,2.06,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,35,2.58,-9999,-9999,1.93,-9999,-9999,2.11,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,-2,45,3.2,-9999,-9999,2.18,-9999,-9999,2.18,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,0,-9999,0.28,Linear,-9999,0.38,Linear,-9999,0.33,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,1,0.39,-9999,-9999,0.41,-9999,-9999,0.37,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,3,1.45,-9999,-9999,1.69,-9999,-9999,1.51,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,5,1.69,-9999,-9999,2.04,-9999,-9999,1.75,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,7,2.11,-9999,-9999,2.61,-9999,-9999,3.04,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,12,3.23,-9999,-9999,3.46,-9999,-9999,3.36,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,16,5.42,-9999,-9999,5.89,-9999,-9999,4.94,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,27,8.03,-9999,-9999,8.57,-9999,-9999,5.23,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,35,10.39,-9999,-9999,9.95,-9999,-9999,10.91,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,4,45,12.55,-9999,-9999,19.89,-9999,-9999,17.14,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,0,-9999,0.53,Linear,-9999,0.55,Linear,-9999,0.55,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,1,0.63,-9999,-9999,0.54,-9999,-9999,0.64,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,3,0.86,-9999,-9999,0.89,-9999,-9999,1.13,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,5,1.95,-9999,-9999,1.8,-9999,-9999,1.79,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,7,3.63,-9999,-9999,3.93,-9999,-9999,3.65,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,12,6.87,-9999,-9999,5.06,-9999,-9999,5.97,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,16,9.9,-9999,-9999,8.09,-9999,-9999,9.69,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,27,16.25,-9999,-9999,12.53,-9999,-9999,13.39,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,35,17.63,-9999,-9999,21.07,-9999,-9999,21.13,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Organic,HCP,Center,10,20,0.44,20.49,20,Oxic,8,45,23.37,-9999,-9999,23.24,-9999,-9999,23.02,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,20,Anoxic,-2,0,-9999,0.03,Linear,-9999,0.03,Linear,-9999,0.02,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,151.89,-9999,-9999,-9999,-9999,-9999,2.95,4.54
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,20,Anoxic,-2,1,0.0129,-9999,-9999,0.034,-9999,-9999,0.0448,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,20,Anoxic,-2,3,0.194,-9999,-9999,0.222,-9999,-9999,0.147,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,20,Anoxic,-2,5,0.237,-9999,-9999,0.243,-9999,-9999,0.227,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,7,0.301,-9999,-9999,0.33,-9999,-9999,0.305,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,12,0.464,-9999,-9999,0.452,-9999,-9999,0.418,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,16,0.749,-9999,-9999,0.654,-9999,-9999,0.576,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,27,0.924,-9999,-9999,0.711,-9999,-9999,0.614,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,35,1.05,-9999,-9999,0.968,-9999,-9999,0.643,-9999,-9999,0.0143,-9999,-9999,0.0122,-9999,-9999,0.016,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,-2,45,1.63,-9999,-9999,1.11,-9999,-9999,0.848,-9999,-9999,0.0097,-9999,-9999,0.0175,-9999,-9999,0.0156,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,0,-9999,0.04,Linear,-9999,0.04,Linear,-9999,0.09,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,151.89,-9999,-9999,-9999,-9999,-9999,2.95,4.54
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,1,0.00892,-9999,-9999,0.00467,-9999,-9999,0.00436,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,3,0.233,-9999,-9999,0.244,-9999,-9999,0.287,-9999,-9999,0.00592,-9999,-9999,0.00566,-9999,-9999,0.00514,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,5,0.47,-9999,-9999,0.304,-9999,-9999,0.303,-9999,-9999,0.0166,-9999,-9999,0.00636,-9999,-9999,0.00559,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,7,0.475,-9999,-9999,0.494,-9999,-9999,0.419,-9999,-9999,0.0125,-9999,-9999,0.0082,-9999,-9999,0.00594,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,12,0.983,-9999,-9999,0.776,-9999,-9999,0.798,-9999,-9999,0.000356,-9999,-9999,0.00263,-9999,-9999,0.00112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,16,1.07,-9999,-9999,0.849,-9999,-9999,1.87,-9999,-9999,0.0213,-9999,-9999,0.0222,-9999,-9999,0.0231,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,27,1.1,-9999,-9999,0.943,-9999,-9999,2.22,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,35,1.92,-9999,-9999,1.54,-9999,-9999,2.72,-9999,-9999,0.012,-9999,-9999,0.0151,-9999,-9999,0.0149,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,4,45,2.37,-9999,-9999,1.9,-9999,-9999,3.4,-9999,-9999,0.0125,-9999,-9999,0.0136,-9999,-9999,0.0126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,0,-9999,0.06,Linear,-9999,0.14,Linear,-9999,0.28,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,151.89,-9999,-9999,-9999,-9999,-9999,2.95,4.54
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,1,0.354,-9999,-9999,0.382,-9999,-9999,0.594,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,3,0.454,-9999,-9999,0.504,-9999,-9999,0.461,-9999,-9999,0.00757,-9999,-9999,0.0045,-9999,-9999,0.00641,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,5,0.553,-9999,-9999,0.514,-9999,-9999,0.731,-9999,-9999,0.00897,-9999,-9999,0.00442,-9999,-9999,0.00726,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,7,0.725,-9999,-9999,0.687,-9999,-9999,1.08,-9999,-9999,0.00452,-9999,-9999,0.00505,-9999,-9999,0.00375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,12,1.16,-9999,-9999,1.08,-9999,-9999,2.23,-9999,-9999,0.00202,-9999,-9999,0.002,-9999,-9999,0.00216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,16,1.37,-9999,-9999,1.71,-9999,-9999,3.06,-9999,-9999,0.0103,-9999,-9999,0.0103,-9999,-9999,0.0103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,27,1.95,-9999,-9999,4.19,-9999,-9999,7.7,-9999,-9999,0.000739,-9999,-9999,0.000782,-9999,-9999,0.000739,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,35,-9999,-9999,-9999,10.4,-9999,-9999,15.3,-9999,-9999,0.0181,-9999,-9999,0.0272,-9999,-9999,0.0181,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0043,Mineral,HCP,Center,30,50,0.93,17.1,21,Anoxic,8,45,7.82,-9999,-9999,12.8,-9999,-9999,17.7,-9999,-9999,0.00676,-9999,-9999,0.0256,-9999,-9999,0.00676,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
