File name:,NGADG0071.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
,,,,cm,cm,g H2O g-1 soil,%,,Anoxic,deg_C,Day,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,0,-9999,0.52,Linear,-9999,0.56,Linear,-9999,0.51,Linear,-9999,0.09,Linear,-9999,0.1,Linear,-9999,0.09,Linear,400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,1,3.87,-9999,-9999,3.87,-9999,-9999,3.52,-9999,-9999,0.07,-9999,-9999,0.07,-9999,-9999,0.07,-9999,-9999,400,37.98,0.62,18.06,0.2,0.16,-9999,-9999
NGADG0072,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,3,13.29,,,13.29,,,11.53,,,,,,,,,,,,400,66.01,1.44,22.17,0.73,4.51,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,5,19.15,-9999,-9999,19.15,-9999,-9999,17.12,-9999,-9999,0.16,-9999,-9999,0.19,-9999,-9999,0.17,-9999,-9999,400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,7,34.01,-9999,-9999,34.01,-9999,-9999,30.68,-9999,-9999,0.38,-9999,-9999,0.4,-9999,-9999,0.38,-9999,-9999,400,91.57,1.25,17.54,1.52,12.67,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,10,41.97,-9999,-9999,41.97,-9999,-9999,37.97,-9999,-9999,0.98,-9999,-9999,1.08,-9999,-9999,1.02,-9999,-9999,400,102.97,1.37,18.4,2.24,14.52,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,17,50.54,-9999,-9999,50.54,-9999,-9999,45.56,-9999,-9999,2.23,-9999,-9999,2.6,-9999,-9999,2.4,-9999,-9999,400,118.84,1.36,21.52,3.76,15.79,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,21,54.8,-9999,-9999,54.8,-9999,-9999,49.29,-9999,-9999,2.78,-9999,-9999,3.18,-9999,-9999,2.93,-9999,-9999,400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0071,Organic,HCP,trough,8,20,3.53,22.5,20,Anoxic,8,26,64.58,-9999,-9999,64.58,-9999,-9999,57.84,-9999,-9999,4.04,-9999,-9999,4.46,-9999,-9999,4.17,-9999,-9999,400,124.41,1.2,22.44,4.87,15.93,-9999,-9999
