File name:,NGADG0048.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
,,,,cm,cm,g H2O g-1 soil,%,,Anoxic,deg_C,Day,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,0,-9999,1.6,Hyperbolic,-9999,1.09,Hyperbolic,-9999,1.29,Hyperbolic,-9999,0.0033,Sigmoidal,-9999,0.0037,Sigmoidal,-9999,0.0059,Sigmoidal,277.99,87.72,-9999,-9999,-9999,-9999,56.37,5.06
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,2,2.32,-9999,-9999,1.62,-9999,-9999,2.16,-9999,-9999,0.000429,-9999,-9999,0.000429,-9999,-9999,0.000429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,6,5.7,-9999,-9999,5.96,-9999,-9999,3.9,-9999,-9999,0.000429,-9999,-9999,0.000429,-9999,-9999,0.000429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,10,9.75,-9999,-9999,10,-9999,-9999,7.34,-9999,-9999,0.0506,-9999,-9999,0.0344,-9999,-9999,0.0344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,17,18.3,-9999,-9999,10.8,-9999,-9999,13.8,-9999,-9999,0.0524,-9999,-9999,0.0536,-9999,-9999,0.0777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,21,27.3,-9999,-9999,14.9,-9999,-9999,18.7,-9999,-9999,0.0603,-9999,-9999,0.0591,-9999,-9999,0.0889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,31,27,-9999,-9999,19.8,-9999,-9999,22.7,-9999,-9999,0.0151,-9999,-9999,0.019,-9999,-9999,0.0235,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,42,28.7,-9999,-9999,18.3,-9999,-9999,23.7,-9999,-9999,0.0222,-9999,-9999,0.0234,-9999,-9999,0.0298,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0048,Organic,HCP,Trough,10,30,2.2,31.01,20,Anoxic,-2,52,34.6,-9999,-9999,25.2,-9999,-9999,21.7,-9999,-9999,0.0101,-9999,-9999,0.00159,-9999,-9999,0.0301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
