File name:,NGADG0003.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
,,,,cm,cm,g H2O g-1 soil,%,,Anoxic,deg_C,Day,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,0,-9999,1.57,Linear,-9999,1.84,Linear,-9999,1.68,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.46,2.53,0.0469,0.9155,0.119,0.0126,9.72,4.24
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,1,7.55,-9999,-9999,8.25,-9999,-9999,10.39,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,5,17.33,-9999,-9999,20.06,-9999,-9999,21.12,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,12,30.38,-9999,-9999,35.59,-9999,-9999,36.27,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,23,44.03,-9999,-9999,49.85,-9999,-9999,56.66,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,40.67,0.79,0.0373,0.2734,0.0079,0.0067,2.27,4.01
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,29,37.91,-9999,-9999,38.01,-9999,-9999,55.16,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,54,73.84,-9999,-9999,93.26,-9999,-9999,88.11,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,-2,82,146.69,-9999,-9999,167.31,-9999,-9999,157.05,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,34.95,0.26,0.0341,0.0699,0.0126,0.0057,1.6,4.05
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,4,0,-9999,2.98,Linear,-9999,3.88,Linear,-9999,3.11,Linear,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.46,2.53,0.0469,0.9155,0.119,0.0126,9.72,4.24
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,4,1,9.56,-9999,-9999,10.33,-9999,-9999,11.71,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0003,Organic,FCP,Center,8,28,0.44,18.56,18,Oxic,4,5,19.8,-9999,-9999,22.28,-9999,-9999,22.48,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
