File name:,NGADG0001.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact:,"Jianqiu Zheng (zhengj@ornl.gov), David Graham (grahamde@ornl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Modified:,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified By:,Jianqiu Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGEE Arctic Dataset DOI:,https://doi.org/10.5440/1440029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cite Dataset As:,"Jianqiu Zheng, Taniya RoyChowdhury, Elizabeth Herndon, Ziming Yang, Baohua Gu, Stan Wullschleger, David Graham. 2018. Synthesis of Soil Geochemical Characteristics and Organic Carbon Degradation from Arctic Polygon Tundra, Barrow, Alaska. Next Generation Ecosystem Experiments Arctic Data Collection, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tennessee, USA. Dataset accessed on [insert_date] at https://doi.org/10.5440/1440029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core_ID,Soil_layer,Polygon Type,Microtopography,Upper_depth_of_soil_layer,Lower_depth_of_soil_layer,Moisture,SOC,C_N_ratio,Headspace,Incubation_Temperature,Incubation_Time,CO2_1,CO2_1_Rate,CO2_1_Fit,CO2_2,CO2_2_Rate,CO2_2_Fit,CO2_3,CO2_3_Rate,CO2_3_Fit,CH4_1,CH4_1_Rate,CH4_1_Fit,CH4_2,CH4_2_Rate,CH4_2_Fit,CH4_3,CH4_3_Rate,CH4_3_Fit,WEOC,TOAC,Formate,Acetate,Propionate,Butyrate,Fe_II,pH
,,,,cm,cm,g H2O g-1 soil,%,,Anoxic,deg_C,Day,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt day-1,,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,umol g-1 dwt,
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,0,-9999,0.08,Sigmoidal,-9999,0.06,Sigmoidal,-9999,0.06,Sigmoidal,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.36,4.7
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,3,0.4678,-9999,-9999,0.3008,-9999,-9999,0.3456,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,10,0.4584,-9999,-9999,0.3243,-9999,-9999,0.3558,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,28,2.3039,-9999,-9999,1.6474,-9999,-9999,1.8019,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,48,5.9646,-9999,-9999,5.2587,-9999,-9999,5.6203,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,60,5.959,-9999,-9999,6.5029,-9999,-9999,6.4103,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,-2,90,6.1623,-9999,-9999,4.7779,-9999,-9999,5.1449,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,15.31,0,-9999,-9999,-9999,-9999,-9999,-9999
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,4,0,-9999,0.16,Sigmoidal,-9999,0.16,Sigmoidal,-9999,0.16,Sigmoidal,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.36,4.7
NGADG0001,Organic,HCP,Center,10,30,0.67,20.49,21,Oxic,4,3,1.0239,-9999,-9999,1.0136,-9999,-9999,0.973,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
